step,Bandit (LinUCB),Bandit (epsilon-greedy),CF/SVD++ only,Content-Based only,Static Hybrid (a=0.84)
38,0.9244098435370117,0.9634242530276491,0.9275227960465525,0.9786725509289071,0.914413521503098
39,0.9842541398974389,1.0207306717022657,0.9884946226678506,1.0332269114448374,0.9761448448726608
40,0.9730444637659266,1.0090702915782555,0.9768125474407038,1.0213950905826807,0.9646954834703367
41,0.9644159124943721,0.9998818605627401,0.9692087957853996,1.0093103406061419,0.9556138996362588
42,1.032778736108562,1.067466525710861,1.0325724062676236,1.0926753373626203,1.0238243143668753
43,1.0255185149908275,1.0675776442007199,1.0220580316479602,1.0922043075817374,1.0145242383513686
44,1.0138098393844461,1.055413612359903,1.0107824071210416,1.0797764763574824,1.0031772523690345
45,1.0182850990789376,1.0560395087373806,1.0193479909882683,1.079217603425703,1.0106346992840074
46,1.0079061791233064,1.0452211579732908,1.009069729528313,1.068104878571985,1.0004356517026183
47,1.011317060190439,1.0448210181129751,1.0182542684457727,1.0655172651675182,1.0079032756812272
48,1.0019154408743436,1.0342740689288663,1.007662414671268,1.0558210905514913,0.9973496842971027
49,0.9916794548699815,1.0237049286998077,0.9973413274088958,1.0452548852337962,0.9871544083912738
50,0.9817189948464781,1.0137198638795664,0.9873179458522319,1.0351140903764393,0.9772465512482514
51,0.9989425042348549,1.0306591162721652,1.0042288049514843,1.0514062225110736,0.9947000440606312
52,0.9895636492864843,1.0207904949425501,0.9946179147821478,1.0422588451465158,0.9852668549036414
53,0.9886162956744629,1.0158385841696664,0.9900377995200702,1.0471637839644439,0.9821355589211853
54,1.0043255654903191,1.0316346723885579,1.005698970629391,1.0619309387187015,0.9982278447021824
55,1.0026099450117152,1.0306576264919876,1.0032758104067157,1.0609224935612775,0.9962870492089058
56,1.0056546152147545,1.032458764580948,1.0056206160334564,1.0643783205011383,0.9991390917735222
57,1.0013633563602056,1.02869216377542,1.0024220617025306,1.0586913549800245,0.9957296109103274
58,0.9927105726696852,1.0198246606551813,0.9943115655799857,1.0495286411482925,0.9875250877786805
59,0.9876244813938382,1.0136029008234004,0.987652537929969,1.0541537959842149,0.9821494041922253
60,1.0372739849658532,1.0616306162962799,1.0299922929740393,1.1005701514314927,1.0260770317316035
61,1.0365992093169607,1.060576304057236,1.0261863326382685,1.099311950434785,1.0228383714803337
62,1.04928861156614,1.072604181996904,1.0450361109302084,1.1097428572155574,1.0407052964284296
63,1.0409294690113597,1.0641337765131742,1.0369183806593234,1.1009171652598304,1.0325449124243558
64,1.0330308523845242,1.056047370969233,1.0292283352186602,1.092288365529764,1.0247460153825931
65,1.0257201368114768,1.047978944808818,1.0220764294650098,1.0838745911247627,1.0174334488837182
66,1.0179266617030513,1.040014409431099,1.0143599102125989,1.0756529300071482,1.0097269848566062
67,1.0106568140262533,1.0324532335489849,1.0083733800288066,1.067616259324358,1.0033575348195873
68,1.0083062381913814,1.029834483903663,1.0060506665174822,1.06457593515147,1.0010977001871628
69,1.0009730567577875,1.0224043214334844,0.9989255163131615,1.0568704996950689,0.9939304112264833
70,0.9980047704346905,1.0195530805648954,0.9975390244084014,1.051501167133001,0.991952789483718
71,0.9911459056808475,1.0125378240907825,0.9908337678685334,1.0447956811906363,0.9850678543201371
72,0.9842502217429784,1.0056180593735728,0.9839545995036099,1.038018588437398,0.9782035115258174
73,0.9779086691661968,0.999280505686453,0.9771936735072724,1.0320561341063048,0.9715009577967352
74,0.9810383169467622,1.0064601108372575,0.9795359227626824,1.042555767198028,0.9752363359656069
75,0.9919059485871536,1.0172359974554004,0.9914967428965631,1.0483065082736345,0.9864544803585518
76,0.9855028617691992,1.0105610496887723,0.9849589471080168,1.0418205651187529,0.9799748835871926
77,0.979539882802124,1.0045309746610747,0.9789248571985341,1.035655817125148,0.9740145257490616
78,0.982484294503748,1.0068836598750235,0.9813286034711953,1.0378754753257784,0.9766025945924116
79,0.9779414991573572,1.0032979727390399,0.9751041511369977,1.0346786230247036,0.970458240056304
80,0.972821609238378,0.9977944814255253,0.9717171191135037,1.0285057782521996,0.9665733651707206
81,0.9871907635489423,1.0107856939960926,0.9836953035820469,1.041447082599792,0.979056642926173
82,0.9824403797468486,1.006161071216172,0.97874789154079,1.0366511213274898,0.9742297343835864
83,0.9822864089644346,1.0070030583077862,0.977742055399336,1.0381167433505667,0.9737445255392176
84,0.9808481424202949,1.0097338348136404,0.9809068055634321,1.0333083163625625,0.9753343314877879
85,0.980846267703444,1.0076090533611055,0.9785285274805513,1.0371892636751305,0.9738891438693288
86,0.9775074797503706,1.0034870883888407,0.9770126200634325,1.0321656711885792,0.971785387309946
87,0.9756838345235685,1.001732558335026,0.9777512520234808,1.0289762722871032,0.9719431331712967
88,0.9743042124079002,0.999578045945395,0.9733914926568747,1.0287956949598513,0.968147398478052
89,0.978302500992841,1.0108436785212302,0.9763204334958994,1.0439551078737086,0.972924722493013
90,0.9782929755401419,1.01218160338859,0.9748152038703461,1.045799408151438,0.972031736865829
91,0.9854916472087191,1.0133956390286907,0.9755687620676764,1.0570583052507698,0.9743328795436639
92,0.9854163657744077,1.0125976903059046,0.9759449247796482,1.055533489996259,0.9745380423452701
93,0.9809357989787933,1.008769030240616,0.9708468963621919,1.0524666977097663,0.969655783028607
94,0.9757579257973799,1.0034412271690833,0.9658615960450733,1.046903665870376,0.964594161969683
95,0.9723514718526204,0.9992913631564161,0.9634587555485131,1.0420530655994378,0.9618039363533744
96,0.974443851877485,1.0069104389875192,0.9656632581585185,1.0518495407249302,0.9652599347007184
97,0.9721011096774836,1.0022313124212163,0.9610636535342613,1.0489090654914632,0.960339789050886
98,0.9678410663012453,1.0001420962088063,0.9593146993958562,1.0438913785061175,0.9579690324785068
99,0.9633528881134236,0.9954974385141099,0.9550087802877282,1.0389148547329536,0.9536326732160505
100,0.9661880328638782,0.996616723696715,0.9561628263716346,1.0412629349214104,0.955141863541602
101,0.9619510870687809,0.9923657860453473,0.9517986280714187,1.036926523498256,0.9508520708032446
102,0.9577092001152517,0.9879205203025574,0.9478418507118486,1.0321104329785782,0.9468221736569018
103,0.9599219295062039,0.992748814465149,0.9497125050652333,1.0379314274101255,0.9494508311467579
104,0.9719387929765628,0.9959150603479914,0.9534433660674966,1.048340584961683,0.9543508979600326
105,0.9674170710072877,0.9913456724042381,0.9489182378307753,1.0436907776325925,0.9498507408797073
106,0.963758685546192,0.9866971416294898,0.94444002215683,1.0400322145934393,0.9454307517434541
107,0.9597851504701209,0.9823139581028119,0.9407340305779103,1.035386995111541,0.9416282162800942
108,0.9600223081218742,0.9839468749723851,0.9411541125075674,1.0376013697606614,0.9424621965837444
109,0.9556576338362259,0.9794679626763217,0.9368739958068858,1.0328808305697814,0.9381772583035062
110,0.9576386642715774,0.9787900762983688,0.940325590007442,1.0317646022394793,0.9409280544556612
111,0.9622457090508505,0.9831578866340244,0.9451243723135616,1.0354684356908683,0.9457380668306291
112,0.961171526670629,0.9862523524577121,0.9437559472624661,1.0385889331871705,0.9450655996654157
113,0.9605323861722895,0.9837526564876573,0.940586334665856,1.0388409567987384,0.9423527669748741
114,0.9563310973583669,0.9794957120643462,0.936455054587925,1.034388525900154,0.9382213670040895
115,0.9555414749345539,0.9798297954929855,0.9383573685627655,1.0322123391251836,0.939466160135276
116,0.9530084447491461,0.9771098085934771,0.9358539769481429,1.0292984610585003,0.9369795367312439
117,0.9511198775564454,0.9743856903127819,0.9330671326801888,1.0276871278056479,0.934426385054177
118,0.9471175992172046,0.9703243752219515,0.9292023322638715,1.0233234373565425,0.9305282607582223
119,0.9443702035453545,0.9673684936926981,0.9264695303167008,1.0202425171164582,0.9278149517066655
120,0.9476347046496743,0.9711156796445394,0.925108900301936,1.02411446741745,0.927209670547446
121,0.9440132535037759,0.9685584694150591,0.9212942602396569,1.0212621426467812,0.9233787190251616
122,0.9409038424245033,0.9652189197680464,0.9181815284188223,1.01788998498212,0.9202918057658892
123,0.9374416378864157,0.9625133743617714,0.9157303084218492,1.0137522027861938,0.9174803052450068
124,0.937295927602637,0.9648571632993924,0.9185793251123597,1.0111859768583498,0.9193238415855637
125,0.9363782910940289,0.9640140930727809,0.9180735774157942,1.0095231427213875,0.9187218836663912
126,0.9391575234690108,0.9646908373593198,0.9232659299316264,1.009816521831332,0.9231641533689418
127,0.9354864318394595,0.9609510302626295,0.9196924826776066,1.0058330389615036,0.9195713082063897
128,0.9318304314234267,0.9572005332457039,0.9161039424210976,1.0018970028778647,0.915980792836994
129,0.9286053758291138,0.9540419053182358,0.9131299598571389,0.998236214182287,0.9129449791770339
130,0.9363943841730117,0.9571483705964959,0.9133026213724976,1.0049726262798055,0.9140867485002357
131,0.9349513923093868,0.9546203122430141,0.9133119248103628,1.0018551235853563,0.9135300229289232
132,0.9358366440559195,0.9539257855130754,0.9129061785229309,1.0038025058326856,0.9135640840302488
133,0.9345234838324809,0.9525519269198672,0.9117862823931788,1.002037609303046,0.9124235198984456
134,0.9310387689271294,0.9490380236856475,0.9083831221025003,0.998401990528238,0.9090126149295904
135,0.9310013363861581,0.9494221275475567,0.9090921075340799,0.9971710600509427,0.9094803831593805
136,0.9294374814822096,0.9471025139471405,0.9067794479316319,0.9968882505359651,0.9074836737135082
137,0.9264296741075255,0.9439120664913863,0.9037485467007317,0.9939225603710572,0.9045091851546506
138,0.9254539249154736,0.942828761209717,0.9034736076431095,0.9924211718583138,0.9041127445498354
139,0.9234081046292624,0.9407592115189058,0.9016036410201362,0.9899139190740851,0.9022044844247773
140,0.9228022848404244,0.9406860104748878,0.9018129953956737,0.9877186279013581,0.9020421437710084
141,0.9202025748539379,0.9376326622933245,0.8987379360377105,0.985771132722482,0.8990982205300165
142,0.9205081608832492,0.9374628316115691,0.898609075208313,0.9862006698730723,0.8991513442937531
143,0.9221562778204522,0.9370292309715744,0.8962238264629891,0.9887835130747409,0.8973135348259887
144,0.9235520235609198,0.9371604070826207,0.899204678913264,0.9880757406493049,0.899718505689357
145,0.9224977136019863,0.9362365565079973,0.8985093262354891,0.9862342220601688,0.8989029806995109
146,0.9194535064858765,0.9332096393572047,0.8954564656247096,0.9832980800779811,0.895820292803635
147,0.9163779333397037,0.9300338879100731,0.8924641859758614,0.9814519327659496,0.8927680901874497
148,0.9142249247804254,0.9270122645687158,0.8895131710727785,0.979664769877551,0.8897470394747705
149,0.9207863826991707,0.9320642865718002,0.8964224351303588,0.9799965650007899,0.8955328972943383
150,0.9244747317730276,0.9353812996707426,0.9001122122769775,0.9836597467587904,0.8993716562401352
151,0.9221082028486028,0.9327860831575446,0.8975425735498296,0.9814072469929764,0.89689284646521
152,0.919235338616588,0.9300379552132948,0.8946442861906336,0.9792582103755472,0.8940809333018005
153,0.9175463326783289,0.9284801556030453,0.8941401337179371,0.9765969851521302,0.8932047051177769
154,0.9154077899320141,0.9265515029120011,0.8918011126562193,0.9747332870315425,0.8909813915551542
155,0.9128721256145522,0.9239747593326272,0.8903254711110912,0.9716002110311944,0.8890535666331809
156,0.9111905072507789,0.9227448928125891,0.8896658316042856,0.9690389706275158,0.888080178909351
157,0.9096669237546792,0.9206190579550878,0.8884332961673703,0.9666627332925346,0.8867031616300589
158,0.9074110268209532,0.9183209889800606,0.8860018201218415,0.9646580219501174,0.8843733598283671
159,0.9048829922227782,0.9154527693659079,0.8832266233256482,0.9631391493128575,0.8815982957616972
160,0.9027406771522403,0.9129340602521319,0.8807314377524045,0.9617303568362486,0.8792591628093331
161,0.9004426701277501,0.9110202869942262,0.8795201664072929,0.9590627058503098,0.8778114452598942
162,0.8978036943703287,0.9085958414925687,0.8768037022474137,0.956823316592639,0.8751313841861542
163,0.895293723612754,0.9060497670096095,0.874110002454705,0.9553542931279533,0.872482482691181
164,0.8926174469676357,0.9032937227969676,0.8714518690964338,0.9527290724663728,0.8698501940355459
165,0.8914647110158361,0.9022401666517229,0.8705565006847765,0.9509897600536678,0.8688789698203631
166,0.8897231445309784,0.9004547893085134,0.8695078655310547,0.9484273482462207,0.8675775088608859
167,0.8872618942190282,0.898304797589024,0.8676282540610213,0.9455990386762738,0.8654611925564537
168,0.8852530561199736,0.8962552346905571,0.8650425189406844,0.946400824032737,0.8629932279221834
169,0.8828768636157022,0.8941718964236333,0.8625346687863873,0.9447565395822123,0.8605792123869181
170,0.8814423150111013,0.8929246765733679,0.861431412233354,0.9426241062563017,0.8593517744825521
171,0.8863239899724534,0.89769609164526,0.8665627355584579,0.9468050201753869,0.8644972769509806
172,0.8843301109002951,0.8956616822077741,0.864999999023134,0.9445272440207073,0.8628638689603575
173,0.8821149884577428,0.8935032634399415,0.8634525493187524,0.9421159444290554,0.8612081981959446
174,0.8807174272731463,0.8920785948407862,0.8622396128545248,0.9403799468828206,0.8599704227200924
175,0.892253619435247,0.904397208694852,0.8773009315302956,0.9451708814309617,0.8733469282054609
176,0.8904974537898219,0.9025960005404933,0.8752423635733086,0.9439041523398203,0.8714327280027316
177,0.888294175205605,0.9004332342086024,0.8732409355932791,0.9415178493747715,0.8694146133746725
178,0.8885568126997221,0.8994296396429405,0.8757818327901581,0.9395162516355623,0.8710339959223868
179,0.8865017702741216,0.8975732541689486,0.8743024851734433,0.9372015562178463,0.8694490046796389
180,0.8841661879212955,0.8959916377679499,0.8733379254700709,0.9345945927361897,0.8680719618179066
181,0.8817990765713958,0.8935725695084099,0.8710465693319177,0.932009263875516,0.8657590484969486
182,0.8812632858832655,0.8920684534843152,0.8688653367781538,0.9323963852486679,0.8638343818395081
183,0.8792590461138846,0.8902264480104917,0.8666171284227411,0.9327791177485198,0.8618160593989141
184,0.8770629474763936,0.8879980863885909,0.8646656935582708,0.930240938573672,0.8597595710224206
185,0.8748670045887253,0.8856808494353974,0.8625058495672356,0.927723367141335,0.8575606667769369
186,0.875191307971998,0.8859434296179689,0.8605296029592587,0.9281270001938127,0.8558586625700364
187,0.8762178281525543,0.8870923794504367,0.8619849261978497,0.9285261436596246,0.8572383155453294
188,0.8740094102685776,0.8849495300816613,0.8611007515047279,0.9260533665832449,0.8559570165029127
189,0.8723954449699284,0.8842469051858076,0.8591991137270553,0.9264601502747676,0.8543304402482691
190,0.8703966329685909,0.8819168697651194,0.8603134688477315,0.924018880813335,0.8544779611724731
191,0.8713895525374772,0.8832015701920608,0.8620379967103611,0.9244329505697031,0.8560859698134257
192,0.8691173744818705,0.8808986199304601,0.8597902332570497,0.9220224302984671,0.8538537099224538
193,0.8668630841721934,0.8786136481269504,0.8575601404375056,0.9196306689926491,0.851638948408824
194,0.8662006127206097,0.8777117190936053,0.8562423174194133,0.9200629446724456,0.850599123385731
195,0.8707859684584023,0.8870964021149891,0.8598844349624797,0.9288097414927602,0.8551307109423293
196,0.8686251127646146,0.8849117635456436,0.8578190240237682,0.926437298942563,0.853039398544791
197,0.866442387066306,0.8832691535478194,0.8562643973438585,0.9240829436779467,0.8513153343491828
198,0.8644027400438345,0.8811307226942122,0.8542522806808898,0.9217464470345191,0.8492713461172336
199,0.8658810219113499,0.8850906135389263,0.855799316527677,0.9302943541813312,0.8518415235433626
200,0.865636300008288,0.88400168296449,0.8536746734123082,0.9306558695321014,0.8498581876590227
201,0.8720301335452199,0.8867246748894555,0.8610421892152498,0.9310136494259709,0.855968921184436
202,0.8845310260480826,0.9039962502013241,0.8833290392555856,0.9393068581443351,0.876005598025463
203,0.8825360803143057,0.9021390727797806,0.881531532906876,0.9369904381985019,0.8741162879577294
204,0.8810295369029896,0.9017154231344984,0.8812002172456643,0.9346910716939917,0.8732751900334366
205,0.8805234794425093,0.900736895279638,0.8803002311059029,0.9350207236490651,0.8726107864645216
206,0.8864349003482273,0.9039914460763478,0.8837300314509056,0.9430997988427496,0.876860294874816
207,0.8843392529025758,0.9020999447503462,0.8827980187060611,0.9408190221088676,0.8755969173454957
208,0.8915743258154829,0.9071426356930525,0.8852271247210302,0.9487442852237696,0.8789158881019643
209,0.8995762116172855,0.9144017385522517,0.8925020984366289,0.9565289859443489,0.8864880353699268
210,0.8974322445727332,0.9122430584670052,0.8904186015818688,0.9542488182532208,0.8844061193152958
211,0.8991055893970443,0.9143717015500454,0.89270373160578,0.9544708206059528,0.8864268891011833
212,0.9016067464910996,0.916043772958079,0.8969065337481847,0.9546906777010028,0.8899928300966968
213,0.8994988373029026,0.9140645654792708,0.8959065942565337,0.9524469832297381,0.8886891691317587
214,0.8996334051897905,0.914233327071888,0.8960585187696218,0.9526747135344742,0.8889328404624134
215,0.904561030759081,0.9186038947513352,0.8998005620495324,0.9601939472179575,0.8933802006404598
216,0.9047968510568285,0.9172152319521363,0.8984709312659364,0.9603820360083523,0.8922909782507438
217,0.905059993728881,0.9168778680460093,0.8973297059475199,0.9605683549394638,0.8913791247457216
218,0.9055182243717684,0.9158476611128137,0.8957319687359715,0.9607529288854519,0.8900215014319067
219,0.9034494190895941,0.9137550139812046,0.8936860846099789,0.9585569193193136,0.8879882332980724
220,0.9015094335082992,0.9117132708309259,0.891891242948498,0.9563758996120111,0.8861372057827822
221,0.9001724855091254,0.9103453270528199,0.8905836766999795,0.9542097000024575,0.8846362129665116
222,0.8981589300837826,0.9083086535122983,0.8886089040546448,0.9520581534090075,0.8826652022042121
223,0.9006442289732797,0.9153246959570337,0.8901210415381219,0.9593160621870155,0.8850431149161947
224,0.8998934408994831,0.9139441089620927,0.888815586028264,0.9595015202728185,0.8839693766963028
225,0.9006403579544209,0.9155237135026144,0.8928152222723171,0.9596852944791858,0.88735357432198
226,0.9075652716384975,0.919928707750426,0.8937380458186664,0.9667573514299497,0.8891513546798309
227,0.9056215906785463,0.9179569908551197,0.8918865860302081,0.9646255795933325,0.8872753231001604
228,0.9037702758647306,0.9162172874021017,0.8902121699648577,0.9625078479946859,0.8855285806681154
229,0.9018005735183195,0.9144189380529842,0.8888503393533085,0.9604040031883562,0.8840072790409601
230,0.8998389132518602,0.9124298041021858,0.8869178380465674,0.9583138940662814,0.8820847693786442
231,0.897937705820398,0.9104761955169672,0.8850453367559873,0.9562373718124042,0.8802084128043431
232,0.8960050177720806,0.9085140722407213,0.8831405311794023,0.9541742898581673,0.8783126833705699
233,0.8943113814423087,0.9066741051515103,0.8814778975063066,0.952124503839059,0.8765922839605321
234,0.8995609168226499,0.9121134383100278,0.88593387537292,0.9590416991792245,0.8815817656125862
235,0.8988417729770757,0.9102179481217549,0.8852621405698837,0.9569990095348493,0.880565936856186
236,0.898813938977866,0.9101425564062897,0.8852918616888132,0.9571852925726643,0.8806904963538181
237,0.8969182730366424,0.908344771794471,0.8836831183655587,0.9551637796665887,0.8790156212466277
238,0.9017051666657251,0.91473188431595,0.887042431953319,0.9619309831697783,0.8830132185099526
239,0.9076486710811802,0.9192522669730876,0.8885635521626273,0.968594870422094,0.8853243717833993
240,0.9070055873222075,0.9185692287841901,0.8879870768952578,0.9665748580660786,0.8843822954591948
241,0.9102931596755119,0.9217680481619307,0.8914242545855172,0.9731330023406057,0.8884205759827295
242,0.9089488099064226,0.9201221539263275,0.8901303192665239,0.9711203155896129,0.8869723508958436
243,0.9078442496675061,0.9193284474707656,0.8886723306155958,0.9712409216971117,0.885722247773747
244,0.9142028321550383,0.9257897092234767,0.8952459474095106,0.9776688347315621,0.8924553581099396
245,0.9212394128545179,0.9381342668951648,0.9126077943048417,0.9840027988572074,0.9080160435639713
246,0.9216178868799546,0.9387103832377272,0.9134512658976744,0.9840683545457272,0.9088036497006042
247,0.9276643955097083,0.9445793505236132,0.9192310411612283,0.990284933230554,0.9148199927848568
248,0.9257922216097005,0.9426730672860305,0.9173759525792803,0.9882863743151055,0.9129737855298456
249,0.9285783979278887,0.9459148150686276,0.9182149733563847,0.9944102195445197,0.9145742643642658
250,0.9288475325996588,0.9460436064819527,0.9184193971375761,0.9944326412561293,0.914815832757369
251,0.9323872323118325,0.948336712182422,0.9208927189556473,1.000446254012165,0.9179110898585956
252,0.9340686526472989,0.9490354796574444,0.9217227293156532,1.0063766325700223,0.9194816902100117
253,0.934595706884037,0.9494955658328107,0.9223059342364865,1.0043857767477806,0.9193656123050273
254,0.9346160451739811,0.9494573838190947,0.9223752484523134,1.0043685474613233,0.9194857323089973
255,0.9403580834574,0.9544914867485991,0.9271083044585358,1.0101913418033985,0.9245391078455845
256,0.9401028405922516,0.9544702250006349,0.926901552660759,1.0101517319096764,0.9244178852631071
257,0.9446120969030599,0.9599606815791958,0.9315261956809744,1.015874141035087,0.9293593860603157
258,0.9427797337631463,0.9580999079657049,0.9297206245518894,1.0139034812917953,0.927557589395286
259,0.9505617794860175,0.9688566020659849,0.9446185335355977,1.019546552056582,0.9409573153902122
260,0.948837776353101,0.9670000923039053,0.9430173939825492,1.0175839967198899,0.9392998856601854
261,0.9507217386049666,0.9723431527874518,0.9435700172410532,1.0231498010171804,0.9405614020946509
262,0.963927631311958,0.985178745705572,0.9569016351742755,1.0286433470800385,0.9526673969751512
263,0.967004335610089,0.9874057345946499,0.9589622449778122,1.0340662647624723,0.955307913733797
264,0.965204992947201,0.9856664403803189,0.9572808035870286,1.0321059478056855,0.9535935853539934
265,0.9703031185586504,0.9900360921563055,0.9605824751213512,1.0374571043624476,0.9573250601777006
266,0.9728191379316744,0.9930180363040677,0.9607127125899226,1.0427408747866322,0.9581467699586163
267,0.9709979338730979,0.9911570623228704,0.9589211058582808,1.0407863447181291,0.9563572910139948
268,0.9758369465733518,0.9964137737519717,0.9629084377217514,1.0460017506244277,0.9606640697357837
269,0.9743084890804906,0.9946698043315249,0.9615714831615471,1.0440556991702727,0.9591982559627937
270,0.9725025554423683,0.9928268377056084,0.9597906700983696,1.0421204691484505,0.9574213950425927
271,0.9736423642526947,0.9938691907362854,0.960604896214887,1.04726681611174,0.9588813872358519
272,0.9733282839073484,0.9933946312422403,0.9602383633860668,1.0470969488144746,0.9585975895970388
273,0.9716235592480899,0.9916796636617252,0.9587020766529071,1.0451774294206548,0.956998639552118
274,0.9722534463113343,0.9917914865543943,0.9597786480368254,1.045016099304811,0.9579232843054416
275,0.9723557771979424,0.9903880177905494,0.9584468212249744,1.0448559178599444,0.9567608309823127
276,0.9705943917362017,0.9886074692578242,0.9568841292726007,1.042961345280675,0.9551498382994451
277,0.9741115317759065,0.992661596837224,0.9592510400529087,1.047989427115678,0.9580083853096407
278,0.9787191191578355,0.9969595226777483,0.9633414056704162,1.0529575843577519,0.9623615654151376
279,0.9842737069957763,1.0020697026129126,0.9683287343125094,1.057867045699044,0.9674688808159418
280,0.984286847658357,1.001658524225355,0.9680258714412358,1.0576660111148213,0.967232138929656
281,0.986832970619509,1.005930297125978,0.9703900414073967,1.0625023667529183,0.9700584341207392
282,0.9850824654771569,1.0041636068798916,0.9686870977716896,1.0606168242435514,0.9683504505377095
283,0.9833436430034054,1.002696482315796,0.9672940057885966,1.0587412846252864,0.9668638694891823
284,0.981611225101419,1.0009463171183774,0.9656248549901911,1.0568756597667632,0.965185085726346
285,0.9846002914917732,1.0029416685778525,0.9678189646318716,1.0616506008295719,0.9678507166147429
286,0.9899969937221427,1.0083566757370708,0.9736476097878622,1.0663709936743575,0.9736288939081486
287,0.9883959364172984,1.0068492287166684,0.9722096227545539,1.0645115833780434,0.9721144818103722
288,0.991429755815306,1.0092759492437897,0.9748446835389616,1.0691768470204308,0.9751524284492682
289,0.9967401039991155,1.01466747167352,0.9805461132312041,1.0737897661711746,0.9808019679745296
290,0.9950236773138534,1.012917412171096,0.9788767676709391,1.0719368057462548,0.9791254906264075
291,1.000617569534078,1.0183524029663622,0.9848001620837097,1.0764969111207952,0.984949153072275
292,1.0014541407510382,1.018681787006977,0.9872985482928872,1.0762442138627184,0.9869847386281201
293,0.9997494830310132,1.0169433542733295,0.985648871408559,1.074406049901312,0.9853248389866555
294,0.999747057708314,1.0168797608062832,0.985664940127824,1.074161703675267,0.9853472913703585
295,0.998133640840314,1.0151750528265922,0.9845158292099034,1.0723395451051436,0.9840449177049334
296,0.996450345306378,1.0134598036951152,0.9828777952829679,1.0705266282632315,0.9823999148157205
297,0.9970214217203685,1.0136798911492835,0.9845038169414052,1.0702969623139267,0.9837435612003879
298,1.003049649666943,1.0190631234834573,0.9922677930339059,1.0747624515108218,0.9910696413546535
299,1.0083534752835577,1.0240702941994133,0.9981720751063458,1.0791797788040849,0.9968479215113236
